Age,Gender,Height_cm,Weight_kg,Desired_Weight_kg,Time_Period_weeks,BMI,BMR,Daily_Calories_Maintenance,Daily_Calories_Target,Breakfast,Lunch,Dinner,Snack
20,Male,158,90,93,4,36.05,1792.5,2778.38,3603.38,Pancakes,Rice and beans,Steak with veggies,Hummus with carrots
30,Female,152,104,95,15,45.01,1679.0,2602.45,1942.45,Smoothie,Burrito bowl,Chicken soup,Cheese and crackers
45,Female,170,65,67,6,22.49,1326.5,2056.08,2422.74,Greek yogurt,Rice and beans,Tofu curry,Protein bar
42,Male,175,111,113,14,36.24,1998.75,3098.06,3255.21,Pancakes,Burrito bowl,Vegetable stir-fry,Nuts and fruits
50,Male,157,97,85,5,39.35,1706.25,2644.69,4.69,Pancakes,Sushi,Steak with veggies,Hummus with carrots
55,Male,197,79,68,19,20.36,1751.25,2714.44,2077.6,Smoothie,Burrito bowl,Salmon and quinoa,Hummus with carrots
23,Female,151,61,48,12,26.75,1277.75,1980.51,788.85,Smoothie,Rice and beans,Tofu curry,Cheese and crackers
61,Male,155,84,79,18,34.96,1508.75,2338.56,2033.01,Eggs and toast,Sushi,Salmon and quinoa,Hummus with carrots
62,Female,177,60,46,15,19.15,1235.25,1914.64,887.97,Greek yogurt,Grilled chicken salad,Steak with veggies,Protein bar
49,Female,178,113,116,4,35.66,1836.5,2846.58,3671.58,Greek yogurt,Pasta with veggies,Steak with veggies,Hummus with carrots
62,Male,175,99,97,16,32.33,1778.75,2757.06,2619.56,Smoothie,Rice and beans,Vegetable stir-fry,Dark chocolate
64,Male,174,70,62,17,23.12,1472.5,2282.38,1764.73,Pancakes,Rice and beans,Chicken soup,Protein bar
38,Female,161,118,123,11,45.52,1835.25,2844.64,3344.64,Smoothie,Rice and beans,Salmon and quinoa,Nuts and fruits
33,Female,154,97,89,11,40.9,1606.5,2490.08,1690.08,Pancakes,Sushi,Vegetable stir-fry,Nuts and fruits
38,Female,183,69,73,15,20.6,1482.75,2298.26,2591.6,Pancakes,Grilled chicken salad,Tofu curry,Cheese and crackers
28,Male,197,116,118,4,29.89,2256.25,3497.19,4047.19,Smoothie,Burrito bowl,Chicken soup,Cheese and crackers
54,Female,186,93,80,14,26.88,1661.5,2575.33,1553.9,Oatmeal with fruits,Grilled chicken salad,Vegetable stir-fry,Dark chocolate
53,Male,164,82,82,11,30.49,1585.0,2456.75,2456.75,Greek yogurt,Sushi,Salmon and quinoa,Nuts and fruits
52,Female,193,110,115,13,29.53,1885.25,2922.14,3345.21,Pancakes,Rice and beans,Steak with veggies,Nuts and fruits
36,Female,185,58,47,22,16.95,1395.25,2162.64,1612.64,Pancakes,Pasta with veggies,Tofu curry,Nuts and fruits
37,Male,164,117,115,14,43.5,2015.0,3123.25,2966.11,Oatmeal with fruits,Rice and beans,Salmon and quinoa,Nuts and fruits
35,Female,192,84,71,10,22.79,1704.0,2641.2,1211.2,Eggs and toast,Burrito bowl,Chicken soup,Hummus with carrots
64,Male,197,114,119,14,29.37,2056.25,3187.19,3580.04,Oatmeal with fruits,Pasta with veggies,Chicken soup,Protein bar
58,Male,172,57,58,20,19.27,1360.0,2108.0,2163.0,Oatmeal with fruits,Rice and beans,Steak with veggies,Protein bar
31,Female,155,94,84,4,39.13,1592.75,2468.76,-281.24,Pancakes,Pasta with veggies,Steak with veggies,Dark chocolate
32,Male,195,96,96,24,25.25,2023.75,3136.81,3136.81,Greek yogurt,Grilled chicken salad,Tofu curry,Hummus with carrots
48,Male,199,89,87,24,22.47,1898.75,2943.06,2851.4,Oatmeal with fruits,Sushi,Tofu curry,Nuts and fruits
18,Female,193,103,96,11,27.65,1985.25,3077.14,2377.14,Eggs and toast,Rice and beans,Steak with veggies,Nuts and fruits
20,Male,192,95,85,9,25.77,2055.0,3185.25,1963.03,Smoothie,Burrito bowl,Steak with veggies,Cheese and crackers
33,Male,194,96,99,25,25.51,2012.5,3119.38,3251.38,Oatmeal with fruits,Grilled chicken salad,Chicken soup,Cheese and crackers
40,Male,170,64,51,21,22.15,1507.5,2336.62,1655.67,Oatmeal with fruits,Rice and beans,Steak with veggies,Dark chocolate
28,Female,172,68,62,9,22.99,1454.0,2253.7,1520.37,Eggs and toast,Grilled chicken salad,Vegetable stir-fry,Nuts and fruits
29,Male,192,75,65,8,20.35,1810.0,2805.5,1430.5,Greek yogurt,Burrito bowl,Salmon and quinoa,Dark chocolate
27,Female,165,101,96,16,37.1,1745.25,2705.14,2361.39,Oatmeal with fruits,Rice and beans,Steak with veggies,Hummus with carrots
49,Female,196,71,67,22,18.48,1529.0,2369.95,2169.95,Oatmeal with fruits,Burrito bowl,Tofu curry,Protein bar
33,Male,164,70,56,25,26.03,1565.0,2425.75,1809.75,Greek yogurt,Pasta with veggies,Vegetable stir-fry,Nuts and fruits
25,Male,174,100,102,11,33.03,1967.5,3049.62,3249.62,Eggs and toast,Burrito bowl,Tofu curry,Hummus with carrots
55,Male,185,87,81,12,25.42,1756.25,2722.19,2172.19,Oatmeal with fruits,Pasta with veggies,Vegetable stir-fry,Nuts and fruits
29,Female,160,69,73,20,26.95,1384.0,2145.2,2365.2,Greek yogurt,Rice and beans,Steak with veggies,Cheese and crackers
41,Male,164,78,65,6,29.0,1605.0,2487.75,104.42,Oatmeal with fruits,Pasta with veggies,Salmon and quinoa,Dark chocolate
45,Male,153,100,101,22,42.72,1736.25,2691.19,2741.19,Smoothie,Rice and beans,Tofu curry,Cheese and crackers
25,Male,170,53,51,14,18.34,1472.5,2282.38,2125.23,Pancakes,Rice and beans,Vegetable stir-fry,Protein bar
45,Male,162,104,103,20,39.63,1832.5,2840.38,2785.38,Smoothie,Sushi,Chicken soup,Cheese and crackers
53,Male,171,77,69,24,26.33,1578.75,2447.06,2080.4,Oatmeal with fruits,Rice and beans,Steak with veggies,Nuts and fruits
43,Female,168,53,56,22,18.78,1204.0,1866.2,2016.2,Eggs and toast,Pasta with veggies,Salmon and quinoa,Cheese and crackers
25,Female,183,71,59,5,21.2,1567.75,2430.01,-209.99,Pancakes,Sushi,Steak with veggies,Nuts and fruits
45,Male,163,94,84,11,35.38,1738.75,2695.06,1695.06,Smoothie,Sushi,Chicken soup,Protein bar
45,Male,153,116,103,22,49.55,1896.25,2939.19,2289.19,Greek yogurt,Rice and beans,Salmon and quinoa,Cheese and crackers
54,Male,197,115,102,10,29.63,2116.25,3280.19,1850.19,Eggs and toast,Burrito bowl,Chicken soup,Dark chocolate
58,Male,195,83,71,20,21.83,1763.75,2733.81,2073.81,Smoothie,Burrito bowl,Steak with veggies,Dark chocolate
53,Female,176,104,90,9,33.57,1714.0,2656.7,945.59,Greek yogurt,Sushi,Vegetable stir-fry,Dark chocolate
44,Male,178,50,40,22,15.78,1397.5,2166.12,1666.12,Oatmeal with fruits,Rice and beans,Steak with veggies,Cheese and crackers
34,Female,196,87,85,9,22.65,1764.0,2734.2,2489.76,Greek yogurt,Burrito bowl,Steak with veggies,Cheese and crackers
26,Female,177,55,60,5,17.56,1365.25,2116.14,3216.14,Smoothie,Rice and beans,Steak with veggies,Cheese and crackers
50,Male,184,74,63,9,21.86,1645.0,2549.75,1205.31,Smoothie,Rice and beans,Tofu curry,Nuts and fruits
37,Female,157,66,60,8,26.78,1295.25,2007.64,1182.64,Oatmeal with fruits,Sushi,Chicken soup,Protein bar
30,Female,165,110,105,22,40.4,1820.25,2821.39,2571.39,Greek yogurt,Sushi,Chicken soup,Dark chocolate
45,Female,191,61,62,23,16.72,1417.75,2197.51,2245.34,Greek yogurt,Grilled chicken salad,Chicken soup,Nuts and fruits
46,Female,185,55,49,7,16.07,1315.25,2038.64,1095.78,Oatmeal with fruits,Burrito bowl,Tofu curry,Dark chocolate
30,Male,179,76,65,25,23.72,1733.75,2687.31,2203.31,Greek yogurt,Burrito bowl,Vegetable stir-fry,Nuts and fruits
63,Male,167,57,57,20,20.44,1303.75,2020.81,2020.81,Oatmeal with fruits,Burrito bowl,Steak with veggies,Cheese and crackers
52,Female,151,114,119,14,50.0,1662.75,2577.26,2970.12,Eggs and toast,Pasta with veggies,Vegetable stir-fry,Dark chocolate
23,Male,198,106,107,7,27.04,2187.5,3390.62,3547.77,Smoothie,Rice and beans,Tofu curry,Cheese and crackers
35,Male,162,89,81,16,33.91,1732.5,2685.38,2135.38,Eggs and toast,Sushi,Chicken soup,Dark chocolate
22,Male,153,63,64,23,26.91,1481.25,2295.94,2343.76,Pancakes,Burrito bowl,Steak with veggies,Hummus with carrots
64,Male,175,84,89,20,27.43,1618.75,2509.06,2784.06,Pancakes,Grilled chicken salad,Salmon and quinoa,Nuts and fruits
42,Male,174,97,85,12,32.04,1852.5,2871.38,1771.38,Pancakes,Burrito bowl,Salmon and quinoa,Hummus with carrots
19,Female,179,105,95,7,32.77,1912.75,2964.76,1393.33,Oatmeal with fruits,Rice and beans,Vegetable stir-fry,Nuts and fruits
27,Male,160,98,95,17,38.28,1850.0,2867.5,2673.38,Greek yogurt,Rice and beans,Chicken soup,Protein bar
47,Male,156,62,49,22,25.48,1365.0,2115.75,1465.75,Eggs and toast,Sushi,Salmon and quinoa,Dark chocolate
62,Male,180,110,111,6,33.95,1920.0,2976.0,3159.33,Eggs and toast,Pasta with veggies,Vegetable stir-fry,Protein bar
22,Male,193,98,102,17,26.31,2081.25,3225.94,3484.76,Eggs and toast,Sushi,Tofu curry,Protein bar
50,Female,159,95,86,11,37.58,1532.75,2375.76,1475.76,Eggs and toast,Burrito bowl,Vegetable stir-fry,Nuts and fruits
18,Female,188,111,110,4,31.41,2034.0,3152.7,2877.7,Pancakes,Grilled chicken salad,Vegetable stir-fry,Hummus with carrots
35,Female,162,57,59,13,21.72,1246.5,1932.08,2101.31,Eggs and toast,Sushi,Vegetable stir-fry,Cheese and crackers
49,Female,180,92,97,21,28.4,1639.0,2540.45,2802.35,Greek yogurt,Pasta with veggies,Steak with veggies,Nuts and fruits
64,Male,156,69,62,19,28.35,1350.0,2092.5,1687.24,Pancakes,Sushi,Vegetable stir-fry,Cheese and crackers
28,Female,198,88,74,11,22.45,1816.5,2815.58,1415.58,Eggs and toast,Rice and beans,Vegetable stir-fry,Protein bar
38,Male,191,98,97,4,26.86,1988.75,3082.56,2807.56,Oatmeal with fruits,Burrito bowl,Steak with veggies,Cheese and crackers
43,Male,191,113,104,15,30.98,2113.75,3276.31,2616.31,Smoothie,Burrito bowl,Steak with veggies,Hummus with carrots
42,Male,185,111,103,11,32.43,2061.25,3194.94,2394.94,Smoothie,Burrito bowl,Tofu curry,Nuts and fruits
39,Male,169,103,90,19,36.06,1896.25,2939.19,2186.56,Smoothie,Burrito bowl,Chicken soup,Hummus with carrots
44,Male,153,58,44,21,24.78,1321.25,2047.94,1314.6,Pancakes,Burrito bowl,Salmon and quinoa,Hummus with carrots
30,Female,156,86,74,7,35.34,1524.0,2362.2,476.49,Eggs and toast,Burrito bowl,Salmon and quinoa,Nuts and fruits
50,Female,150,98,94,9,43.56,1506.5,2335.08,1846.19,Pancakes,Grilled chicken salad,Vegetable stir-fry,Hummus with carrots
51,Female,193,90,87,15,24.16,1690.25,2619.89,2399.89,Greek yogurt,Pasta with veggies,Tofu curry,Dark chocolate
58,Female,194,66,64,12,17.54,1421.5,2203.33,2019.99,Oatmeal with fruits,Burrito bowl,Vegetable stir-fry,Dark chocolate
52,Male,191,70,66,18,19.19,1638.75,2540.06,2295.62,Oatmeal with fruits,Pasta with veggies,Salmon and quinoa,Dark chocolate
18,Female,196,100,89,19,26.03,1974.0,3059.7,2422.86,Smoothie,Burrito bowl,Steak with veggies,Cheese and crackers
38,Male,162,108,112,15,41.15,1907.5,2956.62,3249.96,Smoothie,Sushi,Chicken soup,Hummus with carrots
23,Female,171,88,88,17,30.09,1672.75,2592.76,2592.76,Smoothie,Burrito bowl,Tofu curry,Nuts and fruits
45,Male,170,104,105,16,35.99,1882.5,2917.88,2986.62,Eggs and toast,Rice and beans,Steak with veggies,Nuts and fruits
34,Male,171,90,87,5,30.78,1803.75,2795.81,2135.81,Greek yogurt,Grilled chicken salad,Chicken soup,Cheese and crackers
22,Female,177,88,89,6,28.09,1715.25,2658.64,2841.97,Greek yogurt,Sushi,Tofu curry,Nuts and fruits
48,Male,158,62,50,25,24.84,1372.5,2127.38,1599.38,Greek yogurt,Sushi,Tofu curry,Dark chocolate
22,Male,175,113,99,13,36.9,2118.75,3284.06,2099.45,Greek yogurt,Rice and beans,Salmon and quinoa,Hummus with carrots
55,Female,158,60,57,12,24.03,1151.5,1784.82,1509.82,Smoothie,Burrito bowl,Steak with veggies,Nuts and fruits
20,Male,164,68,57,23,25.28,1610.0,2495.5,1969.41,Oatmeal with fruits,Grilled chicken salad,Tofu curry,Nuts and fruits
40,Female,159,60,49,11,23.73,1232.75,1910.76,810.76,Smoothie,Sushi,Tofu curry,Protein bar
54,Female,173,95,89,13,31.74,1600.25,2480.39,1972.7,Greek yogurt,Grilled chicken salad,Chicken soup,Protein bar
54,Female,191,94,93,22,25.77,1702.75,2639.26,2589.26,Smoothie,Sushi,Salmon and quinoa,Protein bar
27,Male,157,50,53,6,20.28,1351.25,2094.44,2644.44,Greek yogurt,Burrito bowl,Vegetable stir-fry,Hummus with carrots
27,Male,173,89,85,8,29.74,1841.25,2853.94,2303.94,Pancakes,Sushi,Salmon and quinoa,Dark chocolate
36,Male,165,68,72,6,24.98,1536.25,2381.19,3114.52,Oatmeal with fruits,Sushi,Vegetable stir-fry,Dark chocolate
34,Female,198,110,113,19,28.06,2006.5,3110.08,3283.76,Pancakes,Pasta with veggies,Steak with veggies,Dark chocolate
38,Male,175,61,51,20,19.92,1518.75,2354.06,1804.06,Eggs and toast,Burrito bowl,Steak with veggies,Hummus with carrots
31,Female,176,110,114,18,35.51,1884.0,2920.2,3164.64,Smoothie,Rice and beans,Tofu curry,Hummus with carrots
26,Female,186,82,78,6,23.7,1691.5,2621.82,1888.49,Eggs and toast,Rice and beans,Steak with veggies,Protein bar
63,Male,153,94,94,15,40.16,1586.25,2458.69,2458.69,Smoothie,Burrito bowl,Tofu curry,Nuts and fruits
18,Female,199,118,113,12,29.8,2172.75,3367.76,2909.43,Pancakes,Rice and beans,Salmon and quinoa,Cheese and crackers
62,Male,173,57,56,24,19.05,1346.25,2086.69,2040.85,Greek yogurt,Burrito bowl,Steak with veggies,Cheese and crackers
30,Male,168,74,65,15,26.22,1645.0,2549.75,1889.75,Greek yogurt,Rice and beans,Salmon and quinoa,Nuts and fruits
21,Male,185,95,95,18,27.76,2006.25,3109.69,3109.69,Smoothie,Pasta with veggies,Salmon and quinoa,Protein bar
18,Male,188,79,65,5,22.35,1880.0,2914.0,-166.0,Greek yogurt,Rice and beans,Steak with veggies,Nuts and fruits
57,Male,159,96,93,21,37.97,1673.75,2594.31,2437.17,Pancakes,Sushi,Salmon and quinoa,Nuts and fruits
49,Female,174,98,84,23,32.37,1661.5,2575.33,1905.76,Greek yogurt,Burrito bowl,Steak with veggies,Cheese and crackers
51,Female,167,96,90,15,34.42,1587.75,2461.01,2021.01,Pancakes,Grilled chicken salad,Steak with veggies,Protein bar
45,Female,168,67,54,7,23.74,1334.0,2067.7,24.84,Eggs and toast,Grilled chicken salad,Steak with veggies,Hummus with carrots
48,Male,185,115,101,19,33.6,2071.25,3210.44,2399.91,Pancakes,Burrito bowl,Vegetable stir-fry,Cheese and crackers
25,Male,159,117,120,19,46.28,2043.75,3167.81,3341.5,Oatmeal with fruits,Pasta with veggies,Salmon and quinoa,Hummus with carrots
56,Male,182,82,73,4,24.76,1682.5,2607.88,132.88,Oatmeal with fruits,Rice and beans,Chicken soup,Protein bar
43,Female,199,85,89,25,21.46,1717.75,2662.51,2838.51,Oatmeal with fruits,Pasta with veggies,Steak with veggies,Nuts and fruits
51,Male,154,68,72,5,28.67,1392.5,2158.38,3038.38,Smoothie,Grilled chicken salad,Salmon and quinoa,Dark chocolate
20,Female,196,77,80,6,20.04,1734.0,2687.7,3237.7,Smoothie,Burrito bowl,Tofu curry,Dark chocolate
29,Female,198,89,89,24,22.7,1821.5,2823.32,2823.32,Smoothie,Burrito bowl,Steak with veggies,Protein bar
18,Male,184,64,55,23,18.9,1705.0,2642.75,2212.32,Pancakes,Pasta with veggies,Steak with veggies,Dark chocolate
61,Male,193,90,86,20,24.16,1806.25,2799.69,2579.69,Smoothie,Pasta with veggies,Chicken soup,Hummus with carrots
22,Female,183,88,85,23,26.28,1752.75,2716.76,2573.28,Eggs and toast,Rice and beans,Vegetable stir-fry,Dark chocolate
47,Male,182,51,56,25,15.4,1417.5,2197.12,2417.12,Oatmeal with fruits,Sushi,Vegetable stir-fry,Protein bar
47,Female,170,112,102,24,38.75,1786.5,2769.08,2310.74,Pancakes,Sushi,Steak with veggies,Protein bar
34,Male,166,78,78,4,28.31,1652.5,2561.38,2561.38,Oatmeal with fruits,Rice and beans,Salmon and quinoa,Hummus with carrots
64,Male,171,115,112,23,39.33,1903.75,2950.81,2807.33,Smoothie,Sushi,Tofu curry,Dark chocolate
40,Female,197,100,102,9,25.77,1870.25,2898.89,3143.33,Pancakes,Grilled chicken salad,Tofu curry,Dark chocolate
32,Male,186,59,63,18,17.05,1597.5,2476.12,2720.57,Greek yogurt,Sushi,Salmon and quinoa,Nuts and fruits
54,Female,164,63,65,17,23.42,1224.0,1897.2,2026.61,Eggs and toast,Rice and beans,Steak with veggies,Cheese and crackers
38,Male,184,100,105,23,29.54,1965.0,3045.75,3284.88,Smoothie,Sushi,Tofu curry,Protein bar
31,Female,177,88,75,18,28.09,1670.25,2588.89,1794.44,Smoothie,Burrito bowl,Vegetable stir-fry,Nuts and fruits
19,Female,156,77,73,17,31.64,1489.0,2307.95,2049.13,Eggs and toast,Pasta with veggies,Salmon and quinoa,Protein bar
28,Male,181,52,43,24,15.87,1516.25,2350.19,1937.69,Eggs and toast,Grilled chicken salad,Chicken soup,Nuts and fruits
56,Female,160,119,106,8,46.48,1749.0,2710.95,923.45,Greek yogurt,Burrito bowl,Steak with veggies,Cheese and crackers
55,Male,159,76,66,9,30.06,1483.75,2299.81,1077.59,Smoothie,Burrito bowl,Salmon and quinoa,Nuts and fruits
51,Male,158,51,53,20,20.43,1247.5,1933.62,2043.62,Smoothie,Rice and beans,Tofu curry,Protein bar
55,Male,163,87,91,14,32.74,1618.75,2509.06,2823.35,Oatmeal with fruits,Pasta with veggies,Steak with veggies,Dark chocolate
51,Female,162,52,45,19,19.81,1116.5,1730.58,1325.31,Pancakes,Pasta with veggies,Vegetable stir-fry,Protein bar
35,Female,174,65,70,15,21.47,1401.5,2172.33,2538.99,Pancakes,Grilled chicken salad,Steak with veggies,Hummus with carrots
47,Male,151,89,78,18,39.03,1603.75,2485.81,1813.59,Oatmeal with fruits,Rice and beans,Steak with veggies,Hummus with carrots
32,Male,184,51,44,7,15.06,1505.0,2332.75,1232.75,Pancakes,Grilled chicken salad,Vegetable stir-fry,Hummus with carrots
44,Female,156,90,92,21,36.98,1494.0,2315.7,2420.46,Eggs and toast,Sushi,Vegetable stir-fry,Hummus with carrots
51,Male,170,61,60,24,21.11,1422.5,2204.88,2159.04,Pancakes,Burrito bowl,Steak with veggies,Cheese and crackers
55,Male,167,84,73,6,30.12,1613.75,2501.31,484.65,Pancakes,Grilled chicken salad,Vegetable stir-fry,Dark chocolate
50,Female,152,114,111,25,49.34,1679.0,2602.45,2470.45,Oatmeal with fruits,Burrito bowl,Salmon and quinoa,Dark chocolate
41,Male,191,104,106,11,28.51,2033.75,3152.31,3352.31,Greek yogurt,Rice and beans,Vegetable stir-fry,Protein bar
32,Female,188,94,81,6,26.6,1794.0,2780.7,397.37,Pancakes,Sushi,Vegetable stir-fry,Nuts and fruits
47,Male,190,111,116,11,30.75,2067.5,3204.62,3704.62,Pancakes,Rice and beans,Steak with veggies,Protein bar
59,Female,198,98,94,21,25.0,1761.5,2730.32,2520.8,Greek yogurt,Sushi,Salmon and quinoa,Protein bar
34,Male,160,74,76,13,28.91,1575.0,2441.25,2610.48,Oatmeal with fruits,Sushi,Chicken soup,Protein bar
22,Male,188,72,69,23,20.37,1790.0,2774.5,2631.02,Greek yogurt,Burrito bowl,Chicken soup,Protein bar
46,Female,173,73,66,20,24.39,1420.25,2201.39,1816.39,Oatmeal with fruits,Rice and beans,Tofu curry,Dark chocolate
21,Male,195,87,79,11,22.88,1988.75,3082.56,2282.56,Eggs and toast,Rice and beans,Vegetable stir-fry,Nuts and fruits
27,Female,168,77,73,14,27.28,1524.0,2362.2,2047.91,Oatmeal with fruits,Grilled chicken salad,Vegetable stir-fry,Protein bar
34,Male,153,70,70,8,29.9,1491.25,2311.44,2311.44,Eggs and toast,Rice and beans,Salmon and quinoa,Dark chocolate
27,Female,175,103,93,16,33.63,1827.75,2833.01,2145.51,Eggs and toast,Grilled chicken salad,Chicken soup,Protein bar
34,Female,187,67,67,24,19.16,1507.75,2337.01,2337.01,Oatmeal with fruits,Pasta with veggies,Tofu curry,Hummus with carrots
37,Female,191,85,74,8,23.3,1697.75,2631.51,1119.01,Smoothie,Pasta with veggies,Salmon and quinoa,Protein bar
41,Female,181,94,90,16,28.69,1705.25,2643.14,2368.14,Oatmeal with fruits,Pasta with veggies,Vegetable stir-fry,Protein bar
22,Male,188,102,90,9,28.86,2090.0,3239.5,1772.83,Pancakes,Rice and beans,Chicken soup,Cheese and crackers
51,Male,194,79,67,8,20.99,1752.5,2716.38,1066.38,Pancakes,Rice and beans,Tofu curry,Hummus with carrots
23,Female,195,109,112,12,28.67,2032.75,3150.76,3425.76,Smoothie,Grilled chicken salad,Steak with veggies,Nuts and fruits
19,Female,185,81,67,19,23.67,1710.25,2650.89,1840.36,Eggs and toast,Sushi,Chicken soup,Protein bar
30,Female,189,116,107,5,32.47,2030.25,3146.89,1166.89,Smoothie,Grilled chicken salad,Tofu curry,Nuts and fruits
60,Male,186,116,107,4,33.53,2027.5,3142.62,667.62,Pancakes,Pasta with veggies,Salmon and quinoa,Hummus with carrots
60,Male,182,77,79,11,23.25,1612.5,2499.38,2699.38,Smoothie,Grilled chicken salad,Steak with veggies,Protein bar
28,Male,185,93,90,22,27.17,1951.25,3024.44,2874.44,Oatmeal with fruits,Sushi,Tofu curry,Cheese and crackers
64,Male,152,90,77,14,38.95,1535.0,2379.25,1357.82,Smoothie,Rice and beans,Tofu curry,Dark chocolate
40,Female,158,112,101,15,44.86,1746.5,2707.08,1900.41,Eggs and toast,Grilled chicken salad,Vegetable stir-fry,Cheese and crackers
33,Female,157,72,67,15,29.21,1375.25,2131.64,1764.97,Oatmeal with fruits,Pasta with veggies,Chicken soup,Cheese and crackers
48,Female,182,97,94,10,29.28,1706.5,2645.08,2315.08,Greek yogurt,Pasta with veggies,Vegetable stir-fry,Dark chocolate
28,Male,155,81,77,16,33.71,1643.75,2547.81,2272.81,Pancakes,Rice and beans,Steak with veggies,Dark chocolate
33,Male,190,106,94,11,29.36,2087.5,3235.62,2035.62,Pancakes,Grilled chicken salad,Tofu curry,Dark chocolate
25,Male,188,82,68,25,23.2,1875.0,2906.25,2290.25,Smoothie,Sushi,Vegetable stir-fry,Protein bar
21,Female,153,73,66,12,31.18,1420.25,2201.39,1559.72,Oatmeal with fruits,Rice and beans,Chicken soup,Nuts and fruits
57,Female,162,88,86,10,33.53,1446.5,2242.08,2022.08,Greek yogurt,Grilled chicken salad,Steak with veggies,Nuts and fruits
21,Male,198,83,82,24,21.17,1967.5,3049.62,3003.79,Oatmeal with fruits,Burrito bowl,Salmon and quinoa,Dark chocolate
42,Female,151,105,94,18,46.05,1622.75,2515.26,1843.04,Pancakes,Pasta with veggies,Vegetable stir-fry,Cheese and crackers
20,Male,154,77,68,5,32.47,1637.5,2538.12,558.12,Oatmeal with fruits,Sushi,Steak with veggies,Hummus with carrots
49,Male,193,86,72,23,23.09,1826.25,2830.69,2161.12,Greek yogurt,Sushi,Salmon and quinoa,Dark chocolate
20,Female,176,56,47,15,18.08,1399.0,2168.45,1508.45,Smoothie,Sushi,Vegetable stir-fry,Cheese and crackers
44,Male,181,117,122,4,35.71,2086.25,3233.69,4608.69,Eggs and toast,Pasta with veggies,Steak with veggies,Cheese and crackers
46,Female,170,86,78,25,29.76,1531.5,2373.83,2021.83,Oatmeal with fruits,Grilled chicken salad,Steak with veggies,Protein bar
49,Male,157,105,106,11,42.6,1791.25,2776.44,2876.44,Eggs and toast,Rice and beans,Vegetable stir-fry,Protein bar
36,Female,187,114,109,8,32.6,1967.75,3050.01,2362.51,Pancakes,Grilled chicken salad,Steak with veggies,Nuts and fruits
38,Female,157,114,104,18,46.25,1770.25,2743.89,2132.78,Smoothie,Rice and beans,Tofu curry,Nuts and fruits
22,Female,199,96,100,4,24.24,1932.75,2995.76,4095.76,Smoothie,Sushi,Vegetable stir-fry,Hummus with carrots
35,Male,152,69,67,4,29.86,1470.0,2278.5,1728.5,Oatmeal with fruits,Grilled chicken salad,Steak with veggies,Hummus with carrots
45,Male,193,68,63,13,18.26,1666.25,2582.69,2159.61,Smoothie,Sushi,Salmon and quinoa,Hummus with carrots
59,Female,152,78,66,25,33.76,1274.0,1974.7,1446.7,Oatmeal with fruits,Burrito bowl,Salmon and quinoa,Hummus with carrots
39,Female,171,109,112,13,37.28,1802.75,2794.26,3048.11,Oatmeal with fruits,Sushi,Tofu curry,Cheese and crackers
38,Male,155,67,72,24,27.89,1453.75,2253.31,2482.48,Eggs and toast,Sushi,Vegetable stir-fry,Cheese and crackers
23,Male,151,84,79,18,36.84,1673.75,2594.31,2288.76,Smoothie,Rice and beans,Steak with veggies,Nuts and fruits
18,Male,172,92,82,20,31.1,1910.0,2960.5,2410.5,Oatmeal with fruits,Burrito bowl,Steak with veggies,Protein bar
22,Female,193,60,48,25,16.11,1535.25,2379.64,1851.64,Eggs and toast,Sushi,Salmon and quinoa,Protein bar
58,Male,151,98,88,9,42.98,1638.75,2540.06,1317.84,Greek yogurt,Sushi,Tofu curry,Dark chocolate
29,Male,187,87,83,6,24.88,1898.75,2943.06,2209.73,Eggs and toast,Burrito bowl,Salmon and quinoa,Cheese and crackers
43,Female,166,113,101,16,41.01,1791.5,2776.82,1951.83,Eggs and toast,Burrito bowl,Salmon and quinoa,Hummus with carrots
63,Male,184,118,118,19,34.85,2020.0,3131.0,3131.0,Oatmeal with fruits,Grilled chicken salad,Tofu curry,Hummus with carrots
51,Male,183,57,44,11,17.02,1463.75,2268.81,968.81,Pancakes,Rice and beans,Vegetable stir-fry,Dark chocolate
31,Male,172,83,85,18,28.06,1755.0,2720.25,2842.47,Pancakes,Burrito bowl,Steak with veggies,Protein bar
43,Female,179,97,90,20,30.27,1712.75,2654.76,2269.76,Pancakes,Burrito bowl,Vegetable stir-fry,Hummus with carrots
62,Female,157,105,97,20,42.6,1560.25,2418.39,1978.39,Eggs and toast,Pasta with veggies,Chicken soup,Protein bar
44,Female,171,114,117,25,38.99,1827.75,2833.01,2965.01,Oatmeal with fruits,Burrito bowl,Chicken soup,Dark chocolate
26,Female,193,80,76,16,21.48,1715.25,2658.64,2383.64,Smoothie,Rice and beans,Chicken soup,Protein bar
43,Female,185,53,53,20,15.49,1310.25,2030.89,2030.89,Eggs and toast,Sushi,Tofu curry,Protein bar
64,Female,154,99,104,9,41.74,1471.5,2280.83,2891.94,Eggs and toast,Sushi,Salmon and quinoa,Protein bar
39,Female,162,118,110,20,44.96,1836.5,2846.58,2406.58,Oatmeal with fruits,Sushi,Vegetable stir-fry,Hummus with carrots
64,Male,178,79,77,19,24.93,1587.5,2460.62,2344.84,Greek yogurt,Sushi,Steak with veggies,Nuts and fruits
47,Male,180,108,95,17,33.33,1975.0,3061.25,2220.07,Eggs and toast,Pasta with veggies,Chicken soup,Cheese and crackers
